epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.6495,1.75701,3.85632,1.05604,0.75509,0.26038,0.33517,0.2249,1.48244,1.87049,0.9609,7.52994e-05,7.52994e-05,7.52994e-05
2,148.817,1.40591,1.54066,0.93679,0.75878,0.6355,0.72193,0.51893,1.13084,0.8856,0.89168,0.000145984,0.000145984,0.000145984
3,222.494,1.1967,1.02039,0.90059,0.84408,0.79548,0.86666,0.65463,0.97475,0.73433,0.86405,0.000211675,0.000211675,0.000211675
4,295.794,1.08013,0.85409,0.88152,0.92183,0.85966,0.90537,0.69465,0.95307,0.65061,0.85486,0.000204527,0.000204527,0.000204527
5,368.77,1.00076,0.75918,0.86646,0.91596,0.90019,0.92107,0.72562,0.85666,0.5952,0.84009,0.000197036,0.000197036,0.000197036
6,440.912,0.95527,0.70375,0.85893,0.94688,0.91341,0.94264,0.75799,0.7939,0.55077,0.83444,0.000189545,0.000189545,0.000189545
7,512.219,0.91509,0.65816,0.8545,0.94916,0.92272,0.95489,0.77219,0.77286,0.52914,0.83058,0.000182054,0.000182054,0.000182054
8,584.499,0.89109,0.63194,0.84969,0.97958,0.92353,0.97401,0.79509,0.76004,0.50322,0.82763,0.000174563,0.000174563,0.000174563
9,656.89,0.86885,0.60834,0.84637,0.9506,0.95905,0.98268,0.80581,0.72224,0.4796,0.82379,0.000167072,0.000167072,0.000167072
10,727.935,0.8532,0.5897,0.84529,0.96691,0.96533,0.99058,0.81536,0.71171,0.47289,0.82249,0.000159581,0.000159581,0.000159581
11,799.565,0.83043,0.57301,0.84232,0.97884,0.97021,0.9922,0.81704,0.70067,0.45547,0.82056,0.00015209,0.00015209,0.00015209
12,870.705,0.82944,0.56589,0.84153,0.97593,0.98235,0.99266,0.82177,0.70931,0.45423,0.82026,0.000144599,0.000144599,0.000144599
13,942.777,0.80317,0.55007,0.83683,0.9759,0.98535,0.9927,0.82521,0.69373,0.45059,0.8182,0.000137108,0.000137108,0.000137108
14,1014.86,0.80104,0.54499,0.83655,0.98261,0.98253,0.99348,0.83279,0.66112,0.43278,0.81527,0.000129617,0.000129617,0.000129617
15,1085.52,0.78379,0.53304,0.83478,0.98684,0.9843,0.99315,0.83483,0.6521,0.42781,0.81454,0.000122126,0.000122126,0.000122126
16,1156.7,0.77578,0.5246,0.83295,0.98942,0.98639,0.99319,0.84003,0.63729,0.41848,0.81205,0.000114635,0.000114635,0.000114635
17,1227.52,0.76553,0.51499,0.83132,0.98834,0.98528,0.99319,0.84394,0.63552,0.41861,0.81263,0.000107144,0.000107144,0.000107144
18,1298.77,0.75922,0.50958,0.83218,0.99125,0.98576,0.99366,0.84427,0.64209,0.41276,0.81219,9.9653e-05,9.9653e-05,9.9653e-05
19,1370.76,0.7482,0.50141,0.82964,0.98934,0.98576,0.99361,0.84703,0.61527,0.40229,0.80943,9.2162e-05,9.2162e-05,9.2162e-05
20,1441.22,0.7496,0.50167,0.82997,0.98885,0.98878,0.99349,0.8479,0.61682,0.40204,0.80928,8.4671e-05,8.4671e-05,8.4671e-05
21,1531.65,0.73528,0.50222,0.82612,0.9889,0.98826,0.99355,0.84626,0.62529,0.40851,0.8095,7.718e-05,7.718e-05,7.718e-05
22,1597.76,0.70493,0.47614,0.82259,0.99079,0.98652,0.99373,0.85239,0.60704,0.39903,0.80733,6.9689e-05,6.9689e-05,6.9689e-05
23,1664.74,0.69246,0.46611,0.81775,0.99057,0.98835,0.99394,0.85809,0.59897,0.39207,0.80686,6.2198e-05,6.2198e-05,6.2198e-05
24,1732.51,0.6881,0.46231,0.8194,0.99107,0.98805,0.99408,0.85837,0.59009,0.38652,0.80599,5.4707e-05,5.4707e-05,5.4707e-05
25,1799.54,0.67507,0.45461,0.81677,0.99334,0.98733,0.99407,0.86203,0.58496,0.38271,0.80563,4.7216e-05,4.7216e-05,4.7216e-05
26,1866.68,0.67077,0.45044,0.81669,0.99236,0.98876,0.99416,0.86426,0.58066,0.37871,0.80452,3.9725e-05,3.9725e-05,3.9725e-05
27,1933.41,0.66077,0.44414,0.81542,0.99253,0.98918,0.9942,0.86841,0.57677,0.37925,0.80419,3.2234e-05,3.2234e-05,3.2234e-05
28,2001.07,0.65672,0.44207,0.81502,0.9929,0.98979,0.99415,0.86971,0.5743,0.37632,0.80381,2.4743e-05,2.4743e-05,2.4743e-05
29,2067.81,0.65075,0.43698,0.8149,0.99243,0.98998,0.99412,0.87192,0.56835,0.37252,0.8034,1.7252e-05,1.7252e-05,1.7252e-05
30,2138.35,0.64644,0.43607,0.81369,0.99245,0.99023,0.99421,0.8726,0.56544,0.37164,0.80309,9.761e-06,9.761e-06,9.761e-06
