epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.3024,1.78905,4.07778,1.06574,0.76467,0.27306,0.32398,0.22448,1.50808,2.13151,0.95942,6.6323e-05,6.6323e-05,6.6323e-05
2,169.119,1.45704,1.82229,0.94315,0.7904,0.58468,0.63031,0.45262,1.24191,1.03121,0.9042,0.000124212,0.000124212,0.000124212
3,259.205,1.25506,1.12279,0.90528,0.85572,0.75675,0.82301,0.60966,1.03856,0.79346,0.86803,0.000173302,0.000173302,0.000173302
4,346.237,1.12487,0.9213,0.88113,0.87312,0.848,0.88064,0.67143,0.9301,0.6787,0.84929,0.0001604,0.0001604,0.0001604
5,428.437,1.04333,0.81475,0.86933,0.91856,0.9043,0.92627,0.72053,0.88604,0.62842,0.84128,0.0001472,0.0001472,0.0001472
6,532.803,0.98996,0.77534,0.86295,0.94188,0.8901,0.93359,0.73127,0.85575,0.58453,0.83454,0.000134,0.000134,0.000134
7,613.59,0.93476,0.69859,0.85184,0.94612,0.9305,0.94886,0.75658,0.81749,0.55928,0.83127,0.0001208,0.0001208,0.0001208
8,696.439,0.8898,0.66061,0.8464,0.96879,0.92407,0.95548,0.7679,0.78553,0.53141,0.8279,0.0001076,0.0001076,0.0001076
9,776.068,0.86326,0.63486,0.8434,0.97687,0.92746,0.96252,0.77915,0.78163,0.52383,0.82618,9.44e-05,9.44e-05,9.44e-05
10,852.803,0.83717,0.6134,0.83964,0.97984,0.93574,0.97975,0.79947,0.7389,0.50439,0.82288,8.12e-05,8.12e-05,8.12e-05
11,932.58,0.82721,0.60181,0.83768,0.9832,0.93837,0.98176,0.80791,0.71792,0.49358,0.81974,6.8e-05,6.8e-05,6.8e-05
12,1015.53,0.80242,0.58548,0.83547,0.95356,0.97018,0.98553,0.81368,0.70405,0.48012,0.81739,5.48e-05,5.48e-05,5.48e-05
13,1097.17,0.79338,0.57684,0.83202,0.97452,0.96591,0.98622,0.81825,0.71383,0.48439,0.81786,4.16e-05,4.16e-05,4.16e-05
14,1176.28,0.78501,0.57035,0.83098,0.98006,0.96591,0.98801,0.82105,0.69414,0.47418,0.81608,2.84e-05,2.84e-05,2.84e-05
15,1254.71,0.76709,0.55925,0.82863,0.97813,0.96762,0.98916,0.82677,0.68307,0.46883,0.81482,1.52e-05,1.52e-05,1.52e-05
