epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,110.81,1.78541,3.79977,1.05831,0.72214,0.34453,0.37574,0.24816,1.49192,1.81494,0.95264,7.89406e-05,7.89406e-05,7.89406e-05
2,208.583,1.39744,1.49057,0.93189,0.79795,0.58471,0.6451,0.44382,1.15846,0.93106,0.889,0.000153051,0.000153051,0.000153051
3,302.436,1.19243,0.99505,0.89469,0.81975,0.71685,0.81762,0.6106,0.98418,0.71486,0.86042,0.000221925,0.000221925,0.000221925
4,390.341,1.07095,0.84334,0.87509,0.90305,0.83283,0.87911,0.67036,0.90443,0.64361,0.84773,0.000214438,0.000214438,0.000214438
5,476.691,0.9997,0.74986,0.86233,0.94006,0.86164,0.91771,0.72078,0.82248,0.57644,0.83733,0.000206584,0.000206584,0.000206584
6,569.642,0.95242,0.69285,0.85431,0.88147,0.92014,0.93253,0.73841,0.79754,0.53916,0.83193,0.00019873,0.00019873,0.00019873
7,658.985,0.91186,0.65253,0.84946,0.9009,0.91671,0.94477,0.75336,0.77624,0.51482,0.82898,0.000190876,0.000190876,0.000190876
8,743.673,0.89353,0.63185,0.84475,0.9257,0.92463,0.95178,0.76984,0.74643,0.49322,0.82387,0.000183022,0.000183022,0.000183022
9,828.868,0.86734,0.60546,0.84324,0.93064,0.93289,0.95479,0.77673,0.71734,0.47743,0.82126,0.000175168,0.000175168,0.000175168
10,917.939,0.84921,0.59143,0.8401,0.94476,0.93456,0.95615,0.77915,0.71295,0.4713,0.82102,0.000167314,0.000167314,0.000167314
11,1008.92,0.834,0.57789,0.83863,0.95024,0.93629,0.9572,0.7895,0.68086,0.45283,0.8178,0.00015946,0.00015946,0.00015946
12,1095.14,0.82322,0.56676,0.83655,0.95099,0.93416,0.95663,0.78815,0.68936,0.45466,0.81837,0.000151606,0.000151606,0.000151606
13,1181.29,0.80764,0.55338,0.83519,0.94943,0.94376,0.95725,0.79072,0.68409,0.44365,0.81644,0.000143752,0.000143752,0.000143752
14,1272.25,0.79862,0.54659,0.83428,0.94879,0.94463,0.95693,0.79254,0.6598,0.4341,0.81461,0.000135898,0.000135898,0.000135898
15,1363.39,0.78416,0.53262,0.83254,0.94997,0.94837,0.95767,0.8002,0.65426,0.43045,0.81407,0.000128044,0.000128044,0.000128044
16,1447.63,0.77151,0.5227,0.83183,0.95208,0.94933,0.95765,0.80385,0.64725,0.42417,0.81316,0.00012019,0.00012019,0.00012019
17,1533.25,0.77078,0.51981,0.82934,0.95171,0.94926,0.95795,0.80202,0.647,0.42324,0.81249,0.000112336,0.000112336,0.000112336
18,1621.95,0.76324,0.51337,0.82852,0.95405,0.95021,0.95815,0.80586,0.63744,0.42314,0.81169,0.000104482,0.000104482,0.000104482
19,1712.68,0.74546,0.50026,0.82648,0.95441,0.95046,0.95817,0.81301,0.6172,0.40979,0.80948,9.6628e-05,9.6628e-05,9.6628e-05
20,1797.36,0.74555,0.49945,0.82646,0.95347,0.95022,0.95805,0.81255,0.61615,0.40625,0.80916,8.8774e-05,8.8774e-05,8.8774e-05
21,1911.13,0.73538,0.50511,0.82383,0.95616,0.94882,0.9581,0.80957,0.62689,0.41151,0.80992,8.092e-05,8.092e-05,8.092e-05
22,2007.15,0.70509,0.47733,0.82001,0.94987,0.9506,0.95813,0.81581,0.60876,0.40337,0.8082,7.3066e-05,7.3066e-05,7.3066e-05
23,2094.24,0.68844,0.46677,0.81922,0.95653,0.94973,0.95838,0.82044,0.59816,0.39529,0.8068,6.5212e-05,6.5212e-05,6.5212e-05
24,2175.04,0.67987,0.46006,0.81702,0.95498,0.9521,0.9582,0.81894,0.59306,0.39158,0.80656,5.7358e-05,5.7358e-05,5.7358e-05
25,2256.68,0.67053,0.45254,0.81687,0.95481,0.95212,0.95776,0.82181,0.59011,0.3891,0.80611,4.9504e-05,4.9504e-05,4.9504e-05
26,2343.8,0.66552,0.44958,0.81561,0.95573,0.95375,0.95839,0.82313,0.58164,0.38308,0.80536,4.165e-05,4.165e-05,4.165e-05
27,2431.88,0.65481,0.44238,0.81449,0.955,0.9538,0.95851,0.8286,0.57539,0.37987,0.80452,3.3796e-05,3.3796e-05,3.3796e-05
28,2512.88,0.6475,0.43782,0.81286,0.9565,0.95372,0.9585,0.8307,0.56469,0.37516,0.80366,2.5942e-05,2.5942e-05,2.5942e-05
29,2594.61,0.64216,0.43457,0.81204,0.95563,0.9538,0.95852,0.83168,0.56609,0.37452,0.8035,1.8088e-05,1.8088e-05,1.8088e-05
30,2679.54,0.63797,0.43171,0.81265,0.95589,0.9548,0.95857,0.83437,0.56006,0.37156,0.80291,1.0234e-05,1.0234e-05,1.0234e-05
