epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,88.041,1.77262,3.88253,1.04444,0.82907,0.29465,0.35451,0.23711,1.44121,1.94746,0.93931,6.77131e-05,6.77131e-05,6.77131e-05
2,161.555,1.41539,1.59943,0.93294,0.80792,0.63949,0.73515,0.52022,1.15897,0.95189,0.88345,0.000131235,0.000131235,0.000131235
3,232.495,1.20119,1.03185,0.89514,0.86758,0.81779,0.85486,0.6375,0.97451,0.75126,0.85236,0.000190268,0.000190268,0.000190268
4,304.543,1.07463,0.85326,0.87466,0.88364,0.88601,0.90529,0.68996,0.88377,0.62934,0.83807,0.000183804,0.000183804,0.000183804
5,377.254,1.01028,0.76934,0.86274,0.95603,0.87952,0.92486,0.72387,0.82813,0.57246,0.8305,0.000177072,0.000177072,0.000177072
6,449.129,0.95458,0.70957,0.85691,0.93199,0.90025,0.94693,0.74587,0.81904,0.5564,0.82815,0.00017034,0.00017034,0.00017034
7,521.257,0.92206,0.67343,0.84988,0.94441,0.90683,0.95472,0.76466,0.76891,0.5166,0.82188,0.000163608,0.000163608,0.000163608
8,591.601,0.8903,0.64357,0.84544,0.93492,0.94221,0.95665,0.77029,0.74182,0.49964,0.81806,0.000156876,0.000156876,0.000156876
9,664.903,0.86579,0.62051,0.84354,0.93484,0.94791,0.96999,0.78727,0.70961,0.4773,0.81613,0.000150144,0.000150144,0.000150144
10,736.055,0.84838,0.59946,0.83989,0.94587,0.96154,0.97398,0.79769,0.69635,0.46797,0.81463,0.000143412,0.000143412,0.000143412
11,804.802,0.83152,0.58468,0.83652,0.95759,0.9601,0.97597,0.79815,0.68338,0.45166,0.81222,0.00013668,0.00013668,0.00013668
12,876.537,0.81973,0.57355,0.83481,0.96608,0.96833,0.98387,0.8128,0.66869,0.44332,0.81005,0.000129948,0.000129948,0.000129948
13,946.835,0.80454,0.56021,0.83289,0.96398,0.96743,0.98221,0.817,0.65077,0.43986,0.80795,0.000123216,0.000123216,0.000123216
14,1017.82,0.79353,0.55273,0.83291,0.96587,0.97207,0.98447,0.81719,0.65374,0.43509,0.8082,0.000116484,0.000116484,0.000116484
15,1088.13,0.78613,0.5454,0.83222,0.97202,0.97184,0.9871,0.82738,0.6377,0.43006,0.80667,0.000109752,0.000109752,0.000109752
16,1160.63,0.77071,0.53052,0.82852,0.97518,0.97321,0.98865,0.83062,0.63762,0.42001,0.8058,0.00010302,0.00010302,0.00010302
17,1232.18,0.76467,0.52623,0.82955,0.9726,0.97738,0.98901,0.83477,0.61376,0.41428,0.80391,9.6288e-05,9.6288e-05,9.6288e-05
18,1302.16,0.75642,0.51741,0.82738,0.9738,0.98259,0.99035,0.83464,0.61084,0.41246,0.80348,8.9556e-05,8.9556e-05,8.9556e-05
19,1373.44,0.74807,0.51012,0.82748,0.98072,0.97714,0.99,0.83953,0.60377,0.4048,0.80325,8.2824e-05,8.2824e-05,8.2824e-05
20,1444.91,0.74156,0.50713,0.8273,0.97765,0.98428,0.99057,0.84207,0.59895,0.3995,0.80229,7.6092e-05,7.6092e-05,7.6092e-05
21,1538.35,0.72988,0.50925,0.82343,0.98183,0.97613,0.99023,0.83996,0.61018,0.40575,0.80287,6.936e-05,6.936e-05,6.936e-05
22,1606.27,0.70365,0.48564,0.82151,0.98437,0.98268,0.99173,0.84904,0.59014,0.3947,0.80139,6.2628e-05,6.2628e-05,6.2628e-05
23,1672.65,0.68969,0.47485,0.81819,0.98697,0.98412,0.99242,0.8496,0.58869,0.39566,0.80088,5.5896e-05,5.5896e-05,5.5896e-05
24,1739.7,0.67981,0.46846,0.817,0.98151,0.98781,0.99288,0.85407,0.57724,0.38712,0.79966,4.9164e-05,4.9164e-05,4.9164e-05
25,1807.25,0.67631,0.4648,0.81648,0.98862,0.9822,0.99271,0.85604,0.57549,0.38436,0.79921,4.2432e-05,4.2432e-05,4.2432e-05
26,1874.4,0.66452,0.45793,0.81559,0.98226,0.98948,0.9929,0.85835,0.56528,0.37925,0.79856,3.57e-05,3.57e-05,3.57e-05
27,1941.39,0.65497,0.4519,0.81385,0.98814,0.98529,0.99317,0.86157,0.56493,0.37835,0.79804,2.8968e-05,2.8968e-05,2.8968e-05
28,2008.96,0.64816,0.44581,0.81241,0.98675,0.98752,0.99323,0.86343,0.55967,0.37632,0.7977,2.2236e-05,2.2236e-05,2.2236e-05
29,2076.31,0.64426,0.44436,0.81234,0.98437,0.98975,0.99331,0.86498,0.55488,0.37243,0.79735,1.5504e-05,1.5504e-05,1.5504e-05
30,2143.02,0.64005,0.44134,0.8114,0.98777,0.9886,0.99344,0.86611,0.55186,0.37166,0.7969,8.772e-06,8.772e-06,8.772e-06
