epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.8372,1.47516,2.69793,1.06777,0.92783,0.43983,0.58678,0.38313,1.18726,1.73536,0.86364,0.000234694,0.000234694,0.000234694
2,65.0557,1.10792,0.90784,0.9107,0.77656,0.73489,0.8029,0.53619,0.92629,0.78638,0.83311,0.000449296,0.000449296,0.000449296
3,92.1982,0.9811,0.72484,0.87924,0.88975,0.82995,0.90953,0.60516,0.92148,0.71164,0.82497,0.000640336,0.000640336,0.000640336
4,119.452,0.92813,0.65667,0.87031,0.94195,0.93761,0.97352,0.69095,0.77709,0.51202,0.81416,0.000607971,0.000607971,0.000607971
5,146.647,0.84861,0.59414,0.85773,0.96909,0.95663,0.98134,0.69756,0.75358,0.47868,0.80927,0.000572628,0.000572628,0.000572628
6,173.224,0.81738,0.56147,0.84965,0.97003,0.96513,0.98542,0.70254,0.70765,0.45107,0.80288,0.000537285,0.000537285,0.000537285
7,199.57,0.79085,0.54025,0.84622,0.97482,0.97219,0.98907,0.73034,0.66043,0.4172,0.79649,0.000501942,0.000501942,0.000501942
8,225.933,0.7535,0.51337,0.83894,0.98206,0.97748,0.99017,0.7435,0.65006,0.42279,0.79504,0.000466599,0.000466599,0.000466599
9,253.218,0.73472,0.4978,0.83448,0.97919,0.97433,0.99083,0.7476,0.62526,0.4013,0.79221,0.000431256,0.000431256,0.000431256
10,279.382,0.71642,0.48407,0.83148,0.98189,0.98068,0.99091,0.76498,0.59788,0.3821,0.78626,0.000395913,0.000395913,0.000395913
11,332.327,0.70139,0.48857,0.81862,0.97014,0.97849,0.99088,0.759,0.61455,0.3886,0.78617,0.00036057,0.00036057,0.00036057
12,357.451,0.6724,0.45953,0.8143,0.98432,0.98137,0.99177,0.76861,0.59223,0.38339,0.785,0.000325227,0.000325227,0.000325227
13,382.96,0.64617,0.4471,0.80771,0.9873,0.98385,0.99292,0.77541,0.5697,0.37135,0.7823,0.000289884,0.000289884,0.000289884
14,408.066,0.63382,0.43443,0.8068,0.99081,0.98745,0.99368,0.77927,0.56229,0.36668,0.78067,0.000254541,0.000254541,0.000254541
15,433.272,0.61551,0.42176,0.80352,0.99074,0.98488,0.99358,0.79299,0.54052,0.35308,0.77793,0.000219198,0.000219198,0.000219198
16,457.788,0.59806,0.41025,0.80235,0.98978,0.98754,0.99368,0.80125,0.51676,0.34142,0.7761,0.000183855,0.000183855,0.000183855
17,485.605,0.5844,0.40445,0.80023,0.98901,0.99021,0.99382,0.81086,0.50972,0.33678,0.77485,0.000148512,0.000148512,0.000148512
18,510.577,0.57071,0.39462,0.79762,0.98984,0.98764,0.99385,0.80898,0.49685,0.32813,0.77285,0.000113169,0.000113169,0.000113169
19,535.883,0.55365,0.38658,0.79595,0.98723,0.99266,0.99407,0.81983,0.48888,0.32615,0.77346,7.7826e-05,7.7826e-05,7.7826e-05
20,560.843,0.54816,0.38179,0.79744,0.98756,0.99307,0.99409,0.81935,0.47702,0.31867,0.77147,4.2483e-05,4.2483e-05,4.2483e-05
