epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.0524,1.46267,2.86436,1.07928,0.92958,0.40847,0.49354,0.33225,1.18937,1.89552,0.86423,0.000234033,0.000234033,0.000234033
2,45.2104,1.11621,0.99388,0.91048,0.93173,0.74162,0.79497,0.51997,0.98239,0.85582,0.82902,0.000448668,0.000448668,0.000448668
3,67.2639,0.96528,0.7436,0.8783,0.89178,0.85959,0.89842,0.61402,0.84234,0.63696,0.81006,0.00063974,0.00063974,0.00063974
4,88.5339,0.89646,0.66942,0.86622,0.93438,0.91757,0.97783,0.69107,0.8161,0.59543,0.81288,0.000607971,0.000607971,0.000607971
5,111.773,0.848,0.6117,0.85909,0.95949,0.96033,0.98743,0.7172,0.71852,0.48448,0.79308,0.000572628,0.000572628,0.000572628
6,136.712,0.80837,0.58161,0.85197,0.96375,0.96715,0.99056,0.72805,0.67983,0.47984,0.78827,0.000537285,0.000537285,0.000537285
7,163.196,0.77449,0.55004,0.84137,0.97809,0.97635,0.9914,0.73841,0.63828,0.42361,0.78506,0.000501942,0.000501942,0.000501942
8,189.263,0.7386,0.5203,0.83871,0.98308,0.97643,0.99176,0.74058,0.65724,0.42346,0.78415,0.000466599,0.000466599,0.000466599
9,215.107,0.73646,0.51164,0.83768,0.99116,0.97992,0.9936,0.75675,0.62395,0.40503,0.78006,0.000431256,0.000431256,0.000431256
10,240.993,0.70003,0.49181,0.83133,0.99014,0.98744,0.99409,0.77496,0.58605,0.37856,0.77633,0.000395913,0.000395913,0.000395913
11,297.361,0.68809,0.50296,0.81769,0.98491,0.98593,0.99311,0.76547,0.5964,0.39385,0.77429,0.00036057,0.00036057,0.00036057
12,320.893,0.65837,0.46719,0.81352,0.9891,0.98426,0.99361,0.77548,0.58014,0.38046,0.77355,0.000325227,0.000325227,0.000325227
13,345.491,0.63715,0.45303,0.81001,0.98805,0.98641,0.994,0.77608,0.56907,0.37444,0.77172,0.000289884,0.000289884,0.000289884
14,370.854,0.60732,0.4334,0.80547,0.99156,0.98895,0.99442,0.7979,0.53094,0.35509,0.76833,0.000254541,0.000254541,0.000254541
15,396.98,0.60665,0.43263,0.80414,0.99165,0.98992,0.99454,0.80777,0.52137,0.34828,0.7669,0.000219198,0.000219198,0.000219198
16,424.069,0.58947,0.42259,0.80218,0.99059,0.99254,0.99453,0.80674,0.51655,0.3468,0.7677,0.000183855,0.000183855,0.000183855
17,450.28,0.57752,0.41305,0.80017,0.99288,0.99035,0.99467,0.81156,0.49576,0.33728,0.76441,0.000148512,0.000148512,0.000148512
18,476.071,0.56122,0.40376,0.79808,0.99471,0.99179,0.99475,0.81445,0.48442,0.33355,0.76416,0.000113169,0.000113169,0.000113169
19,500.721,0.55555,0.39927,0.79824,0.99221,0.9925,0.99477,0.81973,0.48062,0.32627,0.76263,7.7826e-05,7.7826e-05,7.7826e-05
20,525.932,0.53637,0.38971,0.79518,0.99253,0.99252,0.99476,0.8263,0.46522,0.31905,0.76118,4.2483e-05,4.2483e-05,4.2483e-05
